week,transaction_id,type,status,creator,roster_ids,adds,drops
3,1274021276003868672,free_agent,complete,739726290625695744,5,TB:5,ARI:5
3,1274017100700078080,free_agent,complete,849415090615717888,2,2306:2,
3,1273993636048027648,free_agent,complete,864203707116552192,7,3161:7,
3,1273987921241714688,free_agent,complete,987443942218153984,8,8132:8,19:8
4,1278964432768094208,waiver,failed,739726290625695744,5,ARI:5,LAC:5
4,1278953502101499904,waiver,complete,864203707116552192,7,2505:7,4981:7
4,1278948105827409920,waiver,failed,865670496178540544,9,12474:9,11632:9
4,1278940923178287104,waiver,failed,860946563801911296,6,9757:6,
4,1278935043896541184,waiver,failed,466683853101068288,1,ARI:1,1426:1
4,1278934813335625728,waiver,failed,466683853101068288,1,12474:1,1426:1
4,1278934360812171264,waiver,complete,466683853101068288,1,4574:1,8131:1
4,1278902912591876096,waiver,failed,849415090615717888,2,6149:2,8143:2
4,1278897467110223872,waiver,failed,865692370853851136,10,SEA:10,NE:10
4,1278897063391662080,waiver,complete,865692370853851136,10,ARI:10,NE:10
4,1278896820885417984,waiver,failed,865692370853851136,10,12474:10,12469:10
4,1278870076258263040,waiver,failed,849415090615717888,2,12486:2,19:2
4,1278853635366744064,waiver,failed,849415090615717888,2,12474:2,
4,1278853523894702080,free_agent,complete,849415090615717888,2,,10444:2
4,1278789963831345152,waiver,complete,1134531051994378240,11,12486:11,12483:11
4,1278780144172933120,waiver,failed,1128909535848099840,12,2505:12,8210:12
4,1278723144286232576,waiver,complete,860946563801911296,6,11610:6,
4,1278723055111139328,waiver,complete,860946563801911296,6,6149:6,
4,1278722874600869888,free_agent,complete,860946563801911296,6,,3321:6
4,1278719912189116416,waiver,failed,987443942218153984,8,ARI:8,GB:8
4,1278541115452047360,waiver,complete,860946563801911296,6,12474:6,
4,1278003750698504192,free_agent,complete,738827134155522048,3,,8154:3
4,1277925914658762752,free_agent,complete,865670496178540544,9,12499:9,
4,1277466142276874240,free_agent,complete,865692370853851136,10,,SEA:10
4,1277055976834371584,free_agent,complete,865670496178540544,9,,827:9
4,1276717437173104640,free_agent,complete,853800615531347968,4,12495:4,4663:4
4,1276610073623293952,free_agent,complete,865670496178540544,9,,4137:9
4,1276584892922101760,free_agent,complete,849415090615717888,2,MIN:2,BAL:2
5,1281529223432933376,waiver,complete,739726290625695744,5,11647:5,5848:5
5,1281529075126513664,waiver,failed,739726290625695744,5,8123:5,5848:5
5,1281525769117392896,waiver,complete,739726290625695744,5,7553:5,4066:5
5,1281520839094702080,waiver,complete,739726290625695744,5,19:5,6111:5
5,1281500552156430336,waiver,failed,864203707116552192,7,8123:7,12522:7
5,1281490999993995264,waiver,complete,466683853101068288,1,7567:1,1426:1
5,1281465538232455169,waiver,failed,849415090615717888,2,PIT:2,9480:2
5,1281465442132594688,waiver,failed,849415090615717888,2,PIT:2,MIN:2
5,1281463937673465856,waiver,complete,849415090615717888,2,8188:2,MIN:2
5,1281455680942780416,waiver,failed,865692370853851136,10,7567:10,ARI:10
5,1281435916115677185,waiver,complete,860946563801911296,6,PIT:6,SEA:6
5,1281304532147535872,waiver,failed,987443942218153984,8,PIT:8,BAL:8
5,1281040862050017280,waiver,complete,849415090615717888,2,8123:2,9480:2
5,1280589443090100224,free_agent,complete,849415090615717888,2,9480:2,8188:2
5,1279848752550510592,free_agent,complete,738827134155522048,3,7021:3,
5,1279848676482621440,free_agent,complete,738827134155522048,3,,12524:3
5,1279659418979426304,free_agent,complete,853800615531347968,4,8117:4,9508:4
5,1279600346485755904,free_agent,complete,739726290625695744,5,IND:5,LAC:5
5,1279536835609006080,free_agent,complete,860946563801911296,6,12455:6,
5,1279536681552183296,free_agent,complete,860946563801911296,6,,11576:6
5,1279454790073462784,waiver,complete,853800615531347968,4,12499:4,
5,1279454748335951872,free_agent,complete,987443942218153984,8,BAL:8,IND:8
5,1279440025607503872,waiver,complete,865692370853851136,10,GB:10,
5,1279273556454146048,free_agent,complete,849415090615717888,2,4950:2,19:2
5,1279245459168198656,free_agent,complete,865670496178540544,9,7607:9,12499:9
5,1279244733176123392,free_agent,complete,865670496178540544,9,11199:9,11632:9
5,1279171408596848640,waiver,complete,987443942218153984,8,11637:8,7670:8
5,1279164251537158144,free_agent,complete,849415090615717888,2,8121:2,8143:2
5,1279163943415189504,free_agent,complete,1128909535848099840,12,4098:12,11637:12
5,1279111769775689728,free_agent,complete,466683853101068288,1,LAR:1,PIT:1
5,1279105103852236800,free_agent,complete,987443942218153984,8,IND:8,GB:8
5,1279089225794330624,free_agent,complete,860946563801911296,6,SEA:6,HOU:6
5,1279087769628467200,free_agent,complete,849415090615717888,2,5995:2,
6,1284054090447347712,waiver,failed,739726290625695744,5,CHI:5,IND:5
6,1284053993357574144,waiver,complete,739726290625695744,5,SEA:5,IND:5
6,1284053509112614912,waiver,failed,739726290625695744,5,KC:5,IND:5
6,1283948615420637184,waiver,complete,865670496178540544,9,KC:9,11627:9
6,1283940949268901888,waiver,complete,865692370853851136,10,9508:10,
6,1283781030058168320,waiver,failed,987443942218153984,8,KC:8,LV:8
6,1283141086469971968,free_agent,complete,739726290625695744,5,,11655:5
6,1283095299606216704,free_agent,complete,738827134155522048,3,12524:3,
6,1283095071150854144,free_agent,complete,849415090615717888,2,11603:2,4950:2
6,1282547291961438208,free_agent,complete,865692370853851136,10,4981:10,
6,1282332426000957440,free_agent,complete,860946563801911296,6,4454:6,6149:6
6,1282164961413443584,free_agent,complete,865670496178540544,9,9757:9,11199:9
6,1282084307833229312,free_agent,complete,466683853101068288,1,8698:1,7002:1
6,1281695436876312576,free_agent,complete,865692370853851136,10,,ARI:10
6,1281617553638043648,free_agent,complete,849415090615717888,2,NE:2,5995:2
6,1281612325928833024,free_agent,complete,987443942218153984,8,LV:8,BAL:8
7,1286585057393266688,waiver,failed,739726290625695744,5,12493:5,9482:5
7,1286559745288736768,waiver,complete,865670496178540544,9,2307:9,9757:9
7,1286555189653807104,waiver,complete,466683853101068288,1,12534:1,12529:1
7,1286554837789470720,waiver,failed,466683853101068288,1,IND:1,7567:1
7,1286554767501307904,waiver,failed,466683853101068288,1,IND:1,8698:1
7,1286554354861486080,waiver,failed,466683853101068288,1,2307:1,8698:1
7,1286536600527859712,waiver,failed,865692370853851136,10,12534:10,12469:10
7,1286534422832623616,waiver,complete,865692370853851136,10,IND:10,12469:10
7,1286521386617012224,waiver,failed,739726290625695744,5,IND:5,SEA:5
7,1286520916557172736,waiver,complete,739726290625695744,5,827:5,9482:5
7,1286419805242417152,waiver,failed,860946563801911296,6,12485:6,1373:6
7,1286419366627254272,waiver,failed,860946563801911296,6,IND:6,PIT:6
7,1286389461650767872,waiver,failed,849415090615717888,2,12493:2,8123:2
7,1286389410262163456,waiver,complete,849415090615717888,2,8111:2,8123:2
7,1286389311222054912,waiver,complete,849415090615717888,2,12485:2,11603:2
7,1285682028666163200,free_agent,complete,739726290625695744,5,9482:5,3257:5
7,1285482409894092800,free_agent,complete,466683853101068288,1,5848:1,4574:1
7,1285121380408393728,free_agent,complete,739726290625695744,5,3257:5,2307:5
7,1284637844551241728,free_agent,complete,853800615531347968,4,8132:4,12509:4
7,1284637687432613888,trade,complete,853800615531347968,4|5,11628:5|11647:4,11628:4|11647:5
7,1284169555677020160,free_agent,complete,987443942218153984,8,5001:8,8132:8
7,1284168360522706944,free_agent,complete,987443942218153984,8,CHI:8,LV:8
8,1289116922146717696,waiver,failed,739726290625695744,5,JAX:5,KC:5
8,1289116498291363840,waiver,complete,739726290625695744,5,LAC:5,KC:5
8,1289116245790068736,waiver,failed,739726290625695744,5,11655:5,KC:5
8,1289079433377898496,waiver,failed,466683853101068288,1,9504:1,5848:1
8,1289079062475595776,waiver,complete,466683853101068288,1,9504:1,TB:1
8,1289078841687425024,waiver,failed,466683853101068288,1,11655:1,TB:1
8,1289076738046844928,waiver,complete,865670496178540544,9,11655:9,829:9
8,1289039541482590208,waiver,complete,865692370853851136,10,12522:10,IND:10
8,1289039317800349696,waiver,failed,865692370853851136,10,11655:10,11562:10
8,1288918540266504192,waiver,failed,849415090615717888,2,11655:2,8111:2
8,1288876203482038272,waiver,failed,987443942218153984,8,12522:8,5001:8
8,1288152040421220352,free_agent,complete,739726290625695744,5,11627:5,
8,1287868595488960512,free_agent,complete,466683853101068288,1,7083:1,
8,1287868560386834432,free_agent,complete,466683853101068288,1,,9504:1
8,1287853267082055680,free_agent,complete,1128909535848099840,12,1166:12,8210:12
8,1287715787288645632,free_agent,complete,860946563801911296,6,HOU:6,PIT:6
8,1287614130219388928,free_agent,complete,739726290625695744,5,KC:5,SEA:5
8,1287571676690644992,free_agent,complete,865692370853851136,10,12529:10,
8,1287571517101576192,free_agent,complete,865692370853851136,10,,4981:10
8,1287238019434184704,free_agent,complete,738827134155522048,3,,12524:3
8,1287228051465187328,free_agent,complete,1134531051994378240,11,CIN:11,12484:11
8,1287196144643883008,waiver,complete,865670496178540544,9,7567:9,4147:9
8,1286954547276701696,free_agent,complete,466683853101068288,1,9504:1,7567:1
8,1286954068035538944,free_agent,complete,466683853101068288,1,TB:1,8698:1
8,1286883576406622208,free_agent,complete,865670496178540544,9,8122:9,7607:9
8,1286880950755553280,free_agent,complete,865670496178540544,9,829:9,4219:9
8,1286846045510172672,free_agent,complete,865670496178540544,9,4219:9,
8,1286785782433976320,free_agent,complete,865670496178540544,9,4147:9,KC:9
8,1286764339641995264,free_agent,complete,864203707116552192,7,12493:7,2505:7
8,1286683181491183616,free_agent,complete,864203707116552192,7,5995:7,12522:7
9,1291659964217036800,waiver,failed,739726290625695744,5,2307:5,LAC:5
9,1291656818203844608,waiver,complete,739726290625695744,5,CAR:5,LAC:5
9,1291630980834004992,waiver,failed,865692370853851136,10,2307:10,12522:10
9,1291610945746907136,waiver,failed,865670496178540544,9,2307:9,
9,1291541407269421056,waiver,failed,860946563801911296,6,8142:6,12455:6
9,1291541297991012352,waiver,failed,860946563801911296,6,10213:6,12455:6
9,1291541165333557248,waiver,complete,860946563801911296,6,8167:6,12455:6
9,1291484023603855360,waiver,complete,1128909535848099840,12,2307:12,
9,1291415631245107200,waiver,complete,987443942218153984,8,CHI:8,BAL:8
9,1291415308539547648,waiver,failed,987443942218153984,8,2307:8,9494:8
9,1291201586554470400,waiver,failed,1128909535848099840,12,9481:12,1166:12
9,1290825956994318336,waiver,complete,1128909535848099840,12,11597:12,1166:12
9,1290402139721469952,free_agent,complete,865670496178540544,9,3257:9,2307:9
9,1290065168427921408,free_agent,complete,864203707116552192,7,6130:7,
9,1290039505255923712,free_agent,complete,865692370853851136,10,SEA:10,
9,1289697662060236800,free_agent,complete,865670496178540544,9,,7567:9
9,1289242313465298944,free_agent,complete,987443942218153984,8,4147:8,5001:8
9,1289242060762660864,free_agent,complete,987443942218153984,8,BAL:8,CHI:8
9,1289235023160934400,waiver,failed,849415090615717888,2,8205:2,8111:2
9,1289234992076972032,waiver,complete,849415090615717888,2,5995:2,8111:2
9,1289224661875318784,waiver,complete,864203707116552192,7,8205:7,10213:7
9,1289224579989913600,free_agent,complete,738827134155522048,3,7002:3,
9,1289224238061846529,free_agent,complete,738827134155522048,3,,8205:3
9,1289220294912778240,free_agent,complete,864203707116552192,7,12545:7,5995:7
9,1289219375236128768,free_agent,complete,864203707116552192,7,JAX:7,PHI:7
9,1289218698967535616,free_agent,complete,864203707116552192,7,,3161:7
9,1289191405637349376,free_agent,complete,865692370853851136,10,,11562:10
10,1294237029214748672,waiver,failed,739726290625695744,5,ATL:5,CAR:5
10,1294236964148494336,waiver,complete,739726290625695744,5,GB:5,CAR:5
10,1294236471955312640,waiver,failed,739726290625695744,5,BAL:5,CAR:5
10,1294234785807355904,waiver,complete,739726290625695744,5,5001:5,3214:5
10,1294177098017021952,waiver,complete,865692370853851136,10,BAL:10,
10,1293959786655666176,waiver,complete,987443942218153984,8,9487:8,4147:8
10,1293959675301076992,waiver,failed,987443942218153984,8,BAL:8,CHI:8
10,1293254932454965248,free_agent,complete,865670496178540544,9,11199:9,
10,1292670113597632512,free_agent,complete,860946563801911296,6,8142:6,4454:6
10,1292202272184360960,free_agent,complete,466683853101068288,1,,7083:1
10,1291756490100596736,free_agent,complete,865692370853851136,10,,GB:10
11,1296695514938511360,waiver,failed,865692370853851136,10,11435:10,5967:10
11,1296687551737761792,waiver,complete,865692370853851136,10,10232:10,BAL:10
11,1296655882741903360,waiver,complete,865670496178540544,9,11435:9,11199:9
11,1296595032068874240,waiver,complete,987443942218153984,8,LV:8,PIT:8
11,1296594973822554112,waiver,failed,987443942218153984,8,1166:8,9494:8
11,1296559455596457984,waiver,failed,739726290625695744,5,9504:5,7585:5
11,1296558795593359360,waiver,failed,739726290625695744,5,827:5,7585:5
11,1296558745802805248,waiver,complete,739726290625695744,5,1166:5,7585:5
11,1296351957631373312,waiver,complete,1128909535848099840,12,CHI:12,
11,1296351022251270144,waiver,failed,1128909535848099840,12,827:12,
11,1296350745704030208,waiver,failed,1128909535848099840,12,10232:12,
11,1296081155946217472,waiver,complete,738827134155522048,3,12524:3,4988:3
11,1295656529403338752,free_agent,complete,739726290625695744,5,7585:5,827:5
11,1295656440425385984,free_agent,complete,739726290625695744,5,8111:5,5001:5
11,1295503305279029248,free_agent,complete,864203707116552192,7,ATL:7,JAX:7
11,1294855420602499072,free_agent,complete,849415090615717888,2,2306:2,8188:2
11,1294734414034522112,free_agent,complete,860946563801911296,6,,11610:6
11,1294479454495608832,free_agent,complete,466683853101068288,1,4177:1,9504:1
11,1294479041427947520,free_agent,complete,466683853101068288,1,10219:1,
11,1294349841438101504,free_agent,complete,987443942218153984,8,PIT:8,CHI:8
11,1294334310110760960,free_agent,complete,849415090615717888,2,10213:2,12530:2
12,1299180314265931776,waiver,complete,865692370853851136,10,7567:10,7611:10
12,1299056292853207040,waiver,complete,987443942218153984,8,MIA:8,BAL:8
12,1299056205401980928,waiver,failed,987443942218153984,8,7567:8,1234:8
12,1298946272492785664,waiver,complete,739726290625695744,5,JAX:5,GB:5
12,1298945859236413440,waiver,complete,739726290625695744,5,9480:5,8111:5
12,1298380715720740864,free_agent,complete,739726290625695744,5,9504:5,7567:5
12,1298379566372360192,free_agent,complete,1134531051994378240,11,10226:11,12501:11
12,1298353543371042816,free_agent,complete,849415090615717888,2,4972:2,5995:2
12,1297224851227955200,free_agent,complete,987443942218153984,8,BAL:8,PHI:8
12,1297080338077487104,free_agent,complete,466683853101068288,1,9506:1,6806:1
12,1297038289852694529,free_agent,complete,739726290625695744,5,7567:5,7527:5
12,1297038252485644288,free_agent,complete,739726290625695744,5,827:5,7591:5
12,1296942299216900096,free_agent,complete,987443942218153984,8,PHI:8,LV:8
12,1296843917706133504,free_agent,complete,865670496178540544,9,3214:9,8122:9
13,1301782665678045184,waiver,complete,466683853101068288,1,5001:1,9506:1
13,1301625627207548928,waiver,failed,1128909535848099840,12,5001:12,CHI:12
13,1301618961430896640,waiver,complete,864203707116552192,7,WAS:7,ATL:7
13,1300740259998347264,free_agent,complete,739726290625695744,5,,9504:5
13,1300740011804618752,free_agent,complete,739726290625695744,5,,19:5
13,1299882243543539712,free_agent,complete,865670496178540544,9,,10859:9
13,1299489494658994176,free_agent,complete,466683853101068288,1,5970:1,
13,1299488351232991232,free_agent,complete,466683853101068288,1,,11559:1
13,1299435530831826944,free_agent,complete,860946563801911296,6,,1373:6
13,1299406200953114624,free_agent,complete,849415090615717888,2,8147:2,4972:2
14,1304351479351476224,waiver,failed,739726290625695744,5,11643:5,7611:5
14,1304333690356142080,waiver,complete,466683853101068288,1,11643:1,10219:1
14,1304333370364268544,waiver,complete,466683853101068288,1,11783:1,5848:1
14,1304333086682546176,waiver,complete,466683853101068288,1,JAX:1,4177:1
14,1304331914236141568,waiver,complete,865692370853851136,10,KC:10,7610:10
14,1304330146521571328,free_agent,complete,466683853101068288,1,,5970:1
14,1304327801016430592,waiver,complete,739726290625695744,5,CHI:5,TB:5
14,1304327657063739392,waiver,failed,739726290625695744,5,JAX:5,TB:5
14,1304117746421731328,waiver,failed,987443942218153984,8,JAX:8,MIA:8
14,1304117680323715072,waiver,complete,987443942218153984,8,12522:8,1234:8
14,1304117654960750592,waiver,complete,987443942218153984,8,12470:8,5870:8
14,1303419056304427008,free_agent,complete,849415090615717888,2,,12485:2
14,1303414801451458560,free_agent,complete,865692370853851136,10,7610:10,12522:10
14,1302754573949083651,free_agent,complete,739726290625695744,5,7611:5,
14,1302473970980782080,free_agent,complete,865670496178540544,9,8122:9,11435:9
14,1302472638848864256,free_agent,complete,865670496178540544,9,12476:9,8676:9
14,1302440292833587200,free_agent,complete,849415090615717888,2,PHI:2,2306:2
14,1302091489500741632,free_agent,complete,739726290625695744,5,11586:5,11627:5
14,1302050871449759744,free_agent,complete,853800615531347968,4,BAL:4,8117:4
14,1301925644292091904,free_agent,complete,987443942218153984,8,1373:8,9494:8
14,1301899764782080000,free_agent,complete,739726290625695744,5,TB:5,JAX:5
14,1301879969944723456,free_agent,complete,1128909535848099840,12,11603:12,CHI:12
15,1306883031008555008,waiver,complete,739726290625695744,5,6011:5,CHI:5
15,1306882953686560768,waiver,failed,739726290625695744,5,6865:5,CHI:5
15,1306845908662517760,waiver,complete,860946563801911296,6,6865:6,
15,1306467810725072896,waiver,failed,739726290625695744,5,6011:5,9480:5
15,1305686322953859072,free_agent,complete,1128909535848099840,12,8160:12,6803:12
15,1305295513284808704,free_agent,complete,865670496178540544,9,10219:9,11589:9
15,1305294434270720000,free_agent,complete,865670496178540544,9,11632:9,
15,1305264404014567424,free_agent,complete,739726290625695744,5,331:5,
15,1305264345827012608,free_agent,complete,739726290625695744,5,MIN:5,
15,1304828652919222272,free_agent,complete,987443942218153984,8,PIT:8,CAR:8
15,1304472000470724608,free_agent,complete,987443942218153984,8,CAR:8,MIA:8
15,1304469293609517056,free_agent,complete,739726290625695744,5,,7611:5
16,1309385184646275072,waiver,complete,865670496178540544,9,260:9,12476:9
16,1309338289802612736,waiver,complete,860946563801911296,6,4381:6,6865:6
16,1308687244764127232,waiver,complete,739726290625695744,5,8161:5,NO:5
16,1308687159359729664,waiver,failed,739726290625695744,5,4381:5,NO:5
16,1308638758207254528,free_agent,complete,739726290625695744,5,7611:5,6011:5
16,1308470313306054656,free_agent,complete,739726290625695744,5,NO:5,MIN:5
16,1308315401465106432,free_agent,complete,739726290625695744,5,NE:5,331:5
16,1308231217782484992,free_agent,complete,860946563801911296,6,11435:6,
16,1308112284668678144,free_agent,complete,865692370853851136,10,,9508:10
16,1307522038902063104,free_agent,complete,849415090615717888,2,,NE:2
16,1307466837847461888,free_agent,complete,865670496178540544,9,7607:9,
16,1307466549438746624,free_agent,complete,865670496178540544,9,,1339:9
16,1307466206659252224,free_agent,complete,865670496178540544,9,11579:9,8122:9
16,1307190235163009024,free_agent,complete,739726290625695744,5,,827:5
17,1310772618663567360,free_agent,complete,865692370853851136,10,6865:10,
17,1310761556975308800,free_agent,complete,860946563801911296,6,223:6,11435:6
17,1310413218572689408,free_agent,complete,860946563801911296,6,,11638:6
17,1310413060015407104,free_agent,complete,860946563801911296,6,,8110:6
17,1309601272910860288,free_agent,complete,849415090615717888,2,9482:2,8147:2
